sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue	audio
muntu usamide ngowani iboneke mbuli koni uli akwenda munzila a ma bbeke manji 	16	5921	Female	toi	221210-172122_toi_b9a_elicit_37.wav
umwi muntu amukaintu wakwe bakali mulweendo 	16	2790	Male	toi	220829-123454_toi_0ae_elicit_36.wav
nkabela farao wakati mbubo inka ukavwike uso mbubonya mbwaakakukonkezya 	16	6897	Female	toi	221230-144601_toi_b9a_elicit_10.wav
cimbo cipati caali kusobanwa kaindi ncinande 	16	4356	Male	toi	220829-113431_toi_0ae_elicit_41.wav
mbwaakasikilankokakala wakakaita 	16	2291	Male	toi	220829-121443_toi_0ae_elicit_37.wav
elyo batumwa bakaboola kuli jakobo bati twakasika kumukulana wako esau 	16	6420	Male	toi	221011-153723_toi_308_elicit_0.wav
bakaintu bakwe baitilwa bulwazi bwamuzyukulu wabo 	16	3743	Male	toi	220825-174423_toi_0ae_elicit_32.wav
sa ncobeni tuzoosika mebo abanyoko abakulana bako kukukotama ansi kunembo lyako 	16	14202	Male	toi	221011-170850_toi_308_elicit_9.wav
uvuwe majwi aalusinizyo kulibaabo bakutuma utabbidi mucete nkaambo mutengwana nekuba kuuma bapengede mumulyango 	16	20328	Male	toi	220916-174104_toi_97d_elicit_30.wav
sulwe wakabuzya yooyo wakaleta nsima akuti ina nguni ulaacakulya eci 	16	6307	Female	toi	220906-213431_toi_707_elicit_14.wav
mubwa usiya utegwa greyhound usamikidwe jezi lya nyanzabili a lituba lilembedwe namba seven uli akuzuza mu kazila 	16	11820	Female	toi	221210-183518_toi_b9a_elicit_21.wav
wabuka mutelampondo wakaanzya muluwayile kumwi kaseka seka haamwaandwe 	16	12069	Male	toi	220912-160501_toi_97d_elicit_38.wav
tacikwe makani notatiji noba tana yanda beni banakuumunye pesi utaveevi kuti mulandu wakamana 	16	7872	Male	toi	220829-115108_toi_0ae_elicit_42.wav
ayooyo uubamba simalelaakwe ulalemekwa mbuli busyu mbububoneka mumaanzi 	16	13272	Male	toi	220912-191425_toi_97d_elicit_36.wav
muuwo wakunyika ulaleta imvula lulimi luvwiya lulaleta busyu bukali kukala acooko calululi lwang anda nkubotu 	16	20078	Male	toi	220916-181440_toi_97d_elicit_34.wav
bamapulisa bakaamba kuti banabuleya heeled kwaambiliya bantu 	16	7736	Male	toi	220907-201714_toi_97d_elicit_30.wav
jiini lya cikambwe a mabusu a ba simwembela ng ombe kumuzundano waba simwembela ng ombe 	16	7759	Female	toi	221210-151232_toi_b9a_elicit_20.wav
nibakapiluka mukuliseenya bakajana panda yoonse izwide mpongo akutakanisya zilyo zyoonse zyakali mumo 	16	8144	Male	toi	220825-174423_toi_0ae_elicit_35.wav
mwalumi wakwazumuna manza akwe kajisi a panga lyasinkondo kukwanza kwake kwa lulyo elyo a bantu bonse musyule lyakwe bacita oobo 	16	14134	Female	toi	221207-182835_toi_b9a_elicit_14.wav
alimwi kiipentedwe penti yacisikili kubwaanda kusyule 	16	3947	Female	toi	221213-104742_toi_b9a_elicit_22.wav
mwanaa nsya ufwida kucizyalilo 	16	2064	Male	toi	220829-113431_toi_0ae_elicit_8.wav
ndasubuka sunu nakunga muntu andiitila cakulya nociliko kwangu nkulya inga koya kufwa 	16	6624	Male	toi	220825-174423_toi_0ae_elicit_47.wav
mukaintu ulikkede munsi a muzela wa maluba luba kalanga mumugelo 	16	6261	Female	toi	221210-144827_toi_b9a_elicit_18.wav
amucileke eco balombwana tamuna penga pe 	16	2722	Male	toi	220829-210132_toi_0ae_elicit_33.wav
mbuli bumvwa buyasa ijanza lyamukolwi mbukabede kasimpi mumilomo yabafubafuba 	16	14883	Male	toi	220912-191425_toi_97d_elicit_3.wav
makulo ali mbuli ibbwe liyandika mumeso aayooyo uuajisi kufumbwa nkwajokela ulajana coolwe 	16	8870	Female	toi	221214-081355_toi_b9a_elicit_5.wav
musankwa ulakugankila akasobano cisobano ca kusotauka mponya bakulanyina balamulangilizya 	16	11502	Female	toi	221207-182835_toi_b9a_elicit_9.wav
mwana muna afulika usoleka kwiimikila amaanza kumbele abwato buli mumeenda munsi amuunda wazyisyango bupentedwe mubala uutuba awacikambwe 	16	13589	Female	toi	221205-212020_toi_b9a_elicit_3.wav
pe basa kamuya biyo munywe nkanywe cibwantu biya 	16	3289	Male	toi	220825-174423_toi_0ae_elicit_28.wav
apanga lyamabekabeka ilyakali kuyumbana koonse koonse kusinkila inzila yamusamu wabuumi 	16	12069	Female	toi	221228-194723_toi_b9a_elicit_22.wav
munsyundu ulijisi bana basimbi bobile balati kopa kopa nkozili zintu zyotatwe zitakuti 	16	12999	Male	toi	220916-171743_toi_97d_elicit_14.wav
twakalota ziloto toonse tobile mubusiku bomwe umwi aumwi wakalota ciloto cipandululwa bumbi 	16	10980	Male	toi	221011-181531_toi_308_elicit_3.wav
nyika yabapaizi luzutu taakwe naakaiula nkaambo bapaizi bakalipedwe caabilo kuzwa kuli farao 	16	8984	Female	toi	221230-151632_toi_b9a_elicit_21.wav
sikuuma bbola uusamide yunifoomu iituba wajata bbola mbuli mboyali kusika kumamanino a muunda wakusobanina bbola 	16	9301	Female	toi	221212-122525_toi_b9a_elicit_16.wav
mukaintu usamide cisani cibotu cuubauba ukkede amamntilo acipulanga mpoonya ubala mulembi waku brazil coelbo 	16	12228	Female	toi	221230-121748_toi_b9a_elicit_15.wav
cenjela kuti utaambili jakobo cintu niciba comwe niciba cibi niciba cibotu 	16	13045	Male	toi	221011-123458_toi_308_elicit_0.wav
kupwaya nsuwa mbutezi nsuwa 	16	1883	Male	toi	220829-115108_toi_0ae_elicit_6.wav
cucu ufwa tukulukulu nguni ngookali kutukila zona 	16	2745	Male	toi	220825-174423_toi_0ae_elicit_0.wav
ijanza lyakwe nanka kuulu kwakwe munyika yoonse ya egepita cita wazumina yebo 	16	6647	Male	toi	221011-181531_toi_308_elicit_42.wav
pele mutengwana uucenjede ulamvwisya mbwabede na baluleme bazunda bulemu bulavula 	16	12773	Male	toi	220916-164149_toi_97d_elicit_5.wav
mukaintu ulaamasusu asiya mbi usamide kalembo kakukutaukila kamubala wanyanzabili ausubila wakkala akati kamalubaluba akusambala mumugwagwa wadolopo 	16	14860	Female	toi	221230-122753_toi_b9a_elicit_43.wav
kuti kuli cila kumbo 	16	1383	Male	toi	220829-210823_toi_0ae_elicit_4.wav
eelyo wakalyaambauzya mwini kuti mulange ndalijaila ngoma yamanide kale nkumunya inga wali kugoma goma cintu camana kale 	16	8553	Male	toi	220829-210823_toi_0ae_elicit_37.wav
josefa mbwaakabeleka kuli potifara lino josefa wakatolwa ku egepita 	16	7169	Male	toi	221011-174142_toi_308_elicit_33.wav
aka kaambyo katwaambila kuti ncibotu lyoonse 	16	3017	Male	toi	220829-204606_toi_0ae_elicit_2.wav
nkaambo imbono tazikalilili lyoonse amunsini tuuli kumazyalani oonse bwizu bwamana kuligwa mweemvwe ulamena 	16	18603	Male	toi	220912-191425_toi_97d_elicit_41.wav
pele naakapilusya ijanza lyakwe mweenzinyina wakazwa elyo wakati ma wapola buti yebo nciceeco izina lyakwe ncaakaulikwa kuti ngu perezi 	16	15109	Male	toi	221011-174142_toi_308_elicit_31.wav
takabooli mpamunya mpaankaambo mbila pe 	16	2609	Male	toi	220825-180654_toi_0ae_elicit_3.wav
aboobo tabayandi kunyonganyizigwa ino ndunywe bani nomukanana 	16	8938	Male	toi	220912-160501_toi_97d_elicit_34.wav
muntu usamide cisani ca cikambwe cisiya kaji ambulela isalala uli a kuboneka mu nvula 	16	10232	Female	toi	221210-175557_toi_b9a_elicit_23.wav
mpawo jakobo wakavwiila labani kuti ndakali kuyoowa nkaambo ndakali kuyeeya kuti ulandinyanzya bana bako basimbi kuti ntainki abo 	16	14406	Male	toi	221011-123458_toi_308_elicit_2.wav
nokuba kuti yakamanide kale wakali kupala 	16	2563	Male	toi	220829-210823_toi_0ae_elicit_33.wav
abalo bakali kumutanda nkokumuleka bamwi bantu bakatalika kumuseka ategwa 	16	4696	Male	toi	220829-210132_toi_0ae_elicit_30.wav
cimwi ciindi ulajana kuti kaya kakaintu nkaakakwata munsi 	16	4492	Male	toi	220829-113431_toi_0ae_elicit_6.wav
wakati kondipa cinamatizyo cako antambo yako amusako uuli mujanza lyako 	16	9801	Male	toi	221011-174142_toi_308_elicit_16.wav
kuli bantu banji bakkede na baimvwi mumusenga alimwi kakuli a tilaki 	16	6760	Female	toi	221213-083947_toi_b9a_elicit_4.wav
elyo bakabweza ijansi lya josefa bajaya mujembwe wampongo bajovweka ijansi mubulowa 	16	10935	Male	toi	221011-170850_toi_308_elicit_35.wav
ono buya kalo kaambyo aka mbokapandulula nkuti 	16	3289	Male	toi	220829-123454_toi_0ae_elicit_49.wav
nkabela makunka aapuputide akalya makunka aali musanu aabili mabotu lino ndakalwiida bamucape pele katakwe iwakakonzya kundipandulwida 	16	18535	Male	toi	221011-181531_toi_308_elicit_18.wav
ncobeni pe kaamba bantu baya zyakaba zidakwa mumakuwa 	16	4991	Male	toi	220829-113431_toi_0ae_elicit_17.wav
relyo muntu wakalumba biyo kapati cinicini 	16	3335	Male	toi	220829-121443_toi_0ae_elicit_29.wav
kukala acooko cakulululi lwang anda nkubotu kwiinda kukala amwanakazi silwaambwe mung anda impati 	16	10141	Female	toi	221214-084847_toi_b9a_elicit_13.wav
amane wakalangamweenzyinyinaajeneeno walitondezya kuti uli kanzele nkombo 	16	6488	Female	toi	221228-175149_toi_b9a_elicit_17.wav
wakali kuyanda kuti boonse bana bakwe katana basiya asiye wabayakila maanda mayumu 	16	8076	Female	toi	221228-095833_toi_b9a_elicit_45.wav
kabe kaindi awalo musimbi waakwatwa kumbi 	16	2495	Male	toi	220829-115108_toi_0ae_elicit_32.wav
kuli bamakaintu bobilo omwe kasamide sikipa ituba abuluke busiya mpoonya umbi kasamide zyisani zyisiya koonse amabbusu asubila subila 	16	11184	Female	toi	221230-130419_toi_b9a_elicit_11.wav
aawo mugwagwa wakausa kapati akubbwilimana anga watilamabele 	16	4605	Male	toi	220829-210823_toi_0ae_elicit_36.wav
mukaintu ulaa masusu mabotu uusamide ngowani sikipa isiya cibbudula camulotwe 	16	8462	Female	toi	221205-161938_toi_b9a_elicit_20.wav
yaa nkumutambula biyo bakaintu mpamunya nkukajwa 	16	4083	Male	toi	220829-121443_toi_0ae_elicit_43.wav
ulajana caida nkaambo kuya nkoya uya kujana misalo minji minji 	16	4265	Male	toi	220825-180654_toi_0ae_elicit_11.wav
umvwa nzi atwaambo ootu 	16	2767	Female	toi	221205-183240_toi_ee8_elicit_30.wav
kabasaanyina nowa wakali kweenda a leza nkabela nowa wakazyala bana botatwe semu hamu a jafeti 	16	12773	Female	toi	220904-182522_toi_0ae_elicit_19.wav
mumasi aa butonga amwi kuleka cizyanwa kubuwe kulike 	16	4787	Male	toi	220829-123454_toi_0ae_elicit_16.wav
pesi nobapenga balazilya busiku bulike mbobupenzya 	16	4582	Male	toi	220829-210132_toi_0ae_elicit_38.wav
sena tee ncuulu comwe biyo cakacaala inzya nkwaali mbubo kondilangila ndaboola 	16	13884	Male	toi	220912-165131_toi_97d_elicit_3.wav
kuti oolanga inga wati ndajana aali bantu ncobeni ani ncigwebenga 	16	8984	Male	toi	220912-174208_toi_97d_elicit_33.wav
nitwakali kweembela musyokwe ndakayeeya kaambo 	16	2404	Male	toi	220825-172540_toi_0ae_elicit_48.wav
gwayi wabuka haamwaandwe wakaanzya lwando lumwemwe kumakosi amane wakazumanana 	16	10958	Male	toi	220907-203915_toi_97d_elicit_15.wav
mpawo wakati njila webo opedwe coolwe kulijehova nkaambonzi noima anze 	16	6375	Female	toi	221228-203310_toi_b9a_elicit_8.wav
basimbi bali bone balikked kababamba njili zipentedwe 	16	4197	Female	toi	221210-143625_toi_b9a_elicit_14.wav
lino labani wakaampaampa moonse mucilao pele taakwe ncaakajana nee 	16	8598	Male	toi	221011-123458_toi_308_elicit_8.wav
nkabela mulangi wantolongo wakabika baange boonse buyo bamuntolongo mumaanza aa josefa aboobo kufumbwa cintu cakacitwa oko ngonguwe wakali kucicita 	16	16244	Male	toi	221011-180320_toi_308_elicit_9.wav
wakatumina wisizyala mulazyo wakuti muntu uuli azintu ezi nguwakandiminsya 	16	10232	Male	toi	221011-174142_toi_308_elicit_25.wav
basimbi bobilo bali mumeenda alimwi omwe wabo usamide sikipa iituba 	16	5944	Female	toi	221212-131327_toi_b9a_elicit_24.wav
kumyaka iili myanda iili musanu aitatu alimwi wakazyala bana balombe abasimbi 	16	7781	Female	toi	221228-200327_toi_b9a_elicit_11.wav
mubelesi okwa lwando wakajalula kumwi kaseka seka wakamwiitila mung anda bana bakali kusobanya zidooli mucibuye 	16	14429	Male	toi	220907-203915_toi_97d_elicit_5.wav
baamba cintu cipya cibotu 	16	1633	Male	toi	220829-123454_toi_0ae_elicit_24.wav
antela webo tonabubona budima mpobuzyaninwa 	16	3244	Male	toi	220829-123454_toi_0ae_elicit_14.wav
mwaalumi uujisi magilazi alimwi uusamide sikipa yakucisi caku hawaii ulimvwi munsi munsi amubwa 	16	8780	Female	toi	221212-093944_toi_b9a_elicit_0.wav
amane wakakapakila naya kukabikka mujekete naakacili kucita zyoonse ezyi 	16	8938	Male	toi	220907-201714_toi_97d_elicit_43.wav
ciewasya nzi kukombelela buumi bwamuntu omwe kuti kakuli obo buumi bukombelelwa buletela 	16	8553	Female	toi	221228-145629_toi_b9a_elicit_47.wav
ang ombe zyakwe amatanga aakwe ang ombe zyakwe zyoonse nzyaakavubide munyika ya kanana 	16	9596	Male	toi	221011-163041_toi_308_elicit_41.wav
mbobaya kubona bajisi milwi yamali italibonyi mbobakaijana 	16	8462	Male	toi	220907-201714_toi_97d_elicit_31.wav
mubwa ulaleka ulagama kulya ncaapegwa 	16	3289	Female	toi	221203-121206_toi_ee8_elicit_20.wav
syacaaba ulajana coolwe nkaambo ulaabana zilyo zyakwe abatengwana 	16	10073	Male	toi	220916-174104_toi_97d_elicit_19.wav
pele mubombumoyo ulajana bulemu uugwasyanya asikubba ulisulide buumi bwakwe 	16	14157	Male	toi	220916-164149_toi_97d_elicit_44.wav
sikudwaya wajata mayuwe amulwizyi alimwi usola kulidonsa 	16	5490	Female	toi	221212-151620_toi_b9a_elicit_9.wav
josefa mbwaakapandulwida balanda ba farao ziloto 	16	6738	Male	toi	221011-180320_toi_308_elicit_12.wav
abalo bakali kumuuma tibakaleka bakali kumutanda 	16	3267	Male	toi	220829-205441_toi_0ae_elicit_28.wav
nkabela wakabungika zilyo zyoonse zyamyaka iili musanu aibili yaceo munyika ya egepita walondola zilyo muminzi 	16	11729	Male	toi	221011-181531_toi_308_elicit_48.wav
boonse bamisyobo yoonse takukooyoosika limbi maanzi aazambangulwe kuzoovwinyauna 	16	10390	Female	toi	220904-190848_toi_0ae_elicit_44.wav
waakukala kumulyango waku enaimu munzila iiya ku timna nkaambo wakabona kuti sela wakomena kale nekubaboobo tana kumupegwa kuti amukwate 	16	17038	Male	toi	221011-174142_toi_308_elicit_10.wav
meso aa jehova alalanga luzibo pele ulanyonyoona majwi aabasilweeno 	16	11933	Male	toi	220916-174104_toi_97d_elicit_22.wav
azisyu zyakuzilundu zyacelwa tubelele tulakupa zyakusama ampongo zilaleta muulo wamuunda 	16	2881	Male	toi	220912-191425_toi_97d_elicit_42.wav
mwaalumi uusamide zisani zisyoonto ulasotooka ancinga iisubila 	16	4719	Female	toi	221212-125952_toi_b9a_elicit_1.wav
amutume umwi wanu kuti akete mwanike wanu pele nywebo mulaangwa 	16	6783	Female	toi	221230-203112_toi_b9a_elicit_28.wav
inkulu yakacuuma cifwanikiso mpocili akati kati wakacimatula cifwanikiso amane wacizazaula 	16	12115	Male	toi	220907-201714_toi_97d_elicit_47.wav
kumicelo yamulomo wakwe muntu ulalya zibotu pele moyo wasilweeno ulalya lunyonyongano 	16	8643	Female	toi	221213-151941_toi_b9a_elicit_25.wav
bana basankwa bobilo bali aangubo ansi kumbele kwa n ganda yabo 	16	4401	Female	toi	221212-131327_toi_b9a_elicit_33.wav
mbana basyoonto nkaambo inga mapopwe acili minsyanje 	16	6329	Female	toi	220828-202103_toi_707_elicit_25.wav
meso pyu aajisi amendeenda mbuli kuti ulaa mpyoto eyi nimfwuti lwando wakaamba haamwaandwe katondekede 	16	21462	Male	toi	220912-160501_toi_97d_elicit_25.wav
nekubaboobo zimane biyo kuzilya teekwakazibwa kuti zyazilya pe nkaambo ziwa zyezyo zyakacili zibi mbubonya mbozyakabede akutaanguna elyo ndakasinsimuka 	16	26181	Male	toi	221011-181531_toi_308_elicit_15.wav
atweende tumusambale kuba ismayeli pele tutamutambiki maanza esu nkaambo ngumwanike wesu ninyama yesu nkabela beenzinyina bakamuswiilila 	16	14814	Male	toi	221011-170850_toi_308_elicit_30.wav
lino amukale kulindiswe nyika yoonse iyoomujalukila kuti mukale musambale mube ambono mulinjiyo 	16	15041	Male	toi	221011-160540_toi_308_elicit_24.wav
kunembo lya mamre muunda abrahamu ngwaakaula kuli efroni mu hi ti kuti auvube ube mavwikilo 	16	10753	Female	toi	221230-144601_toi_b9a_elicit_18.wav
awabili awatatu abasimatanga bakali musule boonse buyo wakabalailila kuti mbuboobu mbumweelede kwaambila esau mwamujana 	16	12636	Male	toi	221011-153723_toi_308_elicit_19.wav
bamakaintu banenede bobilo balakumweta omwe akati kabo ujisi cifotozyo cakuti balifotole 	16	7305	Female	toi	221210-165717_toi_b9a_elicit_5.wav
pombe bamwi nobacizekazeka kuti inga ulaula 	16	5966	Female	toi	221203-121206_toi_ee8_elicit_2.wav
mwana musankwa ulakumweta ka tapula menda a kukkala mukati a zintu zyakuyambila zi salala a zya cikambwe 	16	7827	Female	toi	221210-173239_toi_b9a_elicit_6.wav
mpawo leza wakapiluka kujulu wamusia nkukonya oko nkwaakaambaula awe 	16	10050	Male	toi	221011-163041_toi_308_elicit_16.wav
bane bone balakuzyunguluka ka pole kala milaini isalala a ituba 	16	7600	Female	toi	221210-152748_toi_b9a_elicit_14.wav
kakuti nkukonya oko leza nkwaakamubonekela ciindi eco naakacija kubusyu bwamukulana wakwe 	16	11184	Male	toi	221011-163041_toi_308_elicit_9.wav
mbooletela mulandu mpamunya nkuseswa akulunga mpawo 	16	3652	Male	toi	220829-115108_toi_0ae_elicit_24.wav
mwaalumi uula mubwa uusiya ulikkede mukabwato camubala wamungunga waji ka iibuka mumenda aboombede 	16	10277	Female	toi	221212-115841_toi_b9a_elicit_18.wav
mutwe uuli amvwi munsini wabulemu ulajanwa munzila yabululami 	16	7055	Female	toi	221214-080256_toi_b9a_elicit_45.wav
lino kaini wakaambila munyina abelo kuti atweende musokwe nkabela nebakali 	16	9301	Female	toi	221228-194723_toi_b9a_elicit_31.wav
mbookabwenye banyoko liya ncookali kunditukila 	16	2586	Male	toi	220825-174423_toi_0ae_elicit_1.wav
aboobo leza wanyanzya matanga aausowanu wapa ndime 	16	5172	Female	toi	221230-210020_toi_b9a_elicit_22.wav
babo banamalelo akaambo kamukaintu mupya 	16	4015	Male	toi	220829-123454_toi_0ae_elicit_30.wav
bakeenda kwaciindi cilamfaa aumwi coyo kacicisa pesi kataryi cakunyemena 	16	9460	Female	toi	221228-150641_toi_b9a_elicit_45.wav
mbombede inkasaalo yakali kundikola isikati ampeyo masiku nkabela ng onzi zyakacija kumeso aangu 	16	11661	Male	toi	221011-123458_toi_308_elicit_18.wav
cilangika mbuli kuti kunyina ncobwene kabotu atumpiyompiyo twacisi weelede kukkalilila biya kuyiisya 	16	11479	Female	toi	221228-125403_toi_b9a_elicit_6.wav
bakakkomana bana bakazumanana kusobanya zidooli hamwaandwe wakabafwida luse bana wakayeeya 	16	11729	Male	toi	220907-203915_toi_97d_elicit_7.wav
mwana musimbi uusamide cisani camyeengwee iisubila subila ula sotooka sotooka abulo 	16	7078	Female	toi	221213-103202_toi_b9a_elicit_4.wav
bumwi buzuba umwi mwana wakanditukila munsaabanyina 	16	3380	Male	toi	220825-172540_toi_0ae_elicit_41.wav
nkabela yakajwa pepe lyomwe yakabika mucisuwo 	16	4741	Male	toi	220829-121443_toi_0ae_elicit_16.wav
umwi aumwi mbuli musyobo wakwe ang ombe zyamisyobo misyobo abauka boonse baansi bamisyobo misyobo nkabela leza wakabona kuti ncintu cibotu 	16	11343	Female	toi	221228-192906_toi_b9a_elicit_16.wav
tiikwakainda aciindi cilamfwu alimwi kwakalimvwisya jwi lyamuntu ndime dakuungila nendikanana okuno 	16	16493	Male	toi	220912-160501_toi_97d_elicit_37.wav
lino bana ba jakobo bakali ikumi ababili twenty three bana ba leya mbaaba rubeni mwana mutaanzi wa jakobo 	16	14633	Male	toi	221011-163041_toi_308_elicit_29.wav
wakayandaula pepa lyakulembela mpaakali kulemba lugwalo akutalika nomuyandwa nobabetesi 	16	14520	Male	toi	220912-174208_toi_97d_elicit_6.wav
alimwi wakamusamika zyakusama zyabuluba akubika munkonde wangolida munsingo yakwe 	16	12342	Male	toi	221011-181531_toi_308_elicit_38.wav
nkabela ndakamu syamba mwana 	16	1565	Male	toi	220825-174423_toi_0ae_elicit_3.wav
antela misamu miyumu akusiba mulosi kwita nsolo 	16	4265	Male	toi	220829-121211_toi_0ae_elicit_5.wav
naakaa ngululwa bakamubuzya mbuli mbwaakacibona ndakamvwa ukonkomona acijazyo 	16	11116	Male	toi	220907-201714_toi_97d_elicit_7.wav
mubwa uusiya ulayaamba kumwi kajisi bbola lyacisobamo catenesi kumulomo 	16	8190	Female	toi	221207-145254_toi_b9a_elicit_0.wav
mukaintu amwaalumi balaanze 	16	3198	Female	toi	221205-160542_toi_b9a_elicit_1.wav
ulafwamba kunyonyooka cakutabuka alimwi na baluleme basumpulwa bantu balasekelela 	16	12954	Male	toi	220916-164149_toi_97d_elicit_23.wav
pele na mwakaka kutuswiilila na mwakaka kupalulwa tulatola buyo mwana musimbi wesu twiinke 	16	11865	Male	toi	221011-160540_toi_308_elicit_31.wav
moota yamuzundano yamubala wacikambwe waselemuka kuzwa mumugwagwa akuuma zyakumoota cituba 	16	8780	Female	toi	221212-115841_toi_b9a_elicit_9.wav
nyampuka uye ku beteli ukale nkuko uyake cipaililo ca leza oyo nguwenya iwakalibonya kulinduwe ciindi eciya nowakacija kubusyu bwa esau mukulana wako 	16	24661	Male	toi	221011-163041_toi_308_elicit_2.wav
misamu yoonse yamumuunda elyo mwanakazi wakaambila inzoka kuti micelo yamisamu 	16	7033	Female	toi	221228-193637_toi_b9a_elicit_38.wav
iyisya mwana aende munzila iielede lino akomena takooyooleya mulinjiyo 	16	12750	Male	toi	220916-174104_toi_97d_elicit_16.wav
wakagusya kansando kanini akukabikka mukkomwi yajekete mwakali katobolo 	16	9982	Male	toi	220907-203915_toi_97d_elicit_0.wav
muntu sizibi ulayumya busyu bwakwe pele uululeme ulayeeya kabotu inzila zyakwe 	16	13839	Male	toi	220916-174104_toi_97d_elicit_8.wav
pele na basizibi mbobeendelezya bantu balatongela uuyandisya busongo ulabotezya wisi 	16	13362	Male	toi	220916-164149_toi_97d_elicit_24.wav
majwi aasikuvwiya ali mbuli zilyo zinono alanjila mukati kabula mbuli cibelesyo cabulongo cizilulwidwe ansiliva 	16	17174	Male	toi	220912-191425_toi_97d_elicit_15.wav
mukaintu uusiya ulanganya mwana uusunila uusobana mukagoti kazwide tubbola twa pulasitiki 	16	8734	Female	toi	221213-100518_toi_b9a_elicit_17.wav
tunji tunji ufwida kucizyalilo cakwe 	16	2314	Male	toi	220829-113431_toi_0ae_elicit_10.wav
aboobo kwakaba igoko alimwi kwakaba cifumo buzuba bwabili 	16	6602	Female	toi	221228-191455_toi_b9a_elicit_26.wav
bamaalumi botatwe bakkede mu ofesi omwe ulimvwi alimwi kajisi angoma 	16	5195	Female	toi	221213-105245_toi_b9a_elicit_16.wav
sikuccovwa nchinga wasotooka paipi ijisi kulambaikwa kakuli bantu balatamba 	16	7123	Female	toi	221213-095629_toi_b9a_elicit_0.wav
pele oyo uuyandaula bubi bulamweenzya uusyoma buvubi bwakwe ulawa 	16	8122	Female	toi	221213-134611_toi_b9a_elicit_42.wav
mwana musimbi ulasonya cidooli akasena kamaanzi 	16	5240	Female	toi	221230-121748_toi_b9a_elicit_37.wav
tindakazyi kuti uliisi basankwa bajisi busongo bunji bakonzya kulicengeezya kuti 	16	10413	Male	toi	220912-174208_toi_97d_elicit_38.wav
nkabela jakobo wakaimika malende nkokuti malende aamabwe nkukonya oko nkwaakaambaula awe 	16	10731	Male	toi	221011-163041_toi_308_elicit_17.wav
naakabona kuti bana bakwe bakakkede kabotu mumaanda aabo mudaala wakabaa ntunda 	16	9574	Female	toi	221228-095833_toi_b9a_elicit_44.wav
ino baya kundikwanga baya kubona baya kundilisya bula bwasulwe kuti batakapandululi kabotu 	16	11865	Female	toi	221228-104522_toi_b9a_elicit_3.wav
kana kasankwa kala susu lipulungene ulikkede a cuuno ca cikambwe kajasi ca kusobanisya ku manza 	16	9211	Female	toi	221210-173239_toi_b9a_elicit_16.wav
bamakaintu banji anji basamide ntambala kumitwe yabo cakubunganisigwa a lubwa lya nkuta 	16	7986	Female	toi	221207-142348_toi_b9a_elicit_23.wav
wakalicenka mubili woonse acimbonimboni wakali acoolwe nkaambo mubili wakwe wakali wamibili 	16	9301	Female	toi	221228-185504_toi_b9a_elicit_21.wav
