sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue	audio
mwana musyoonto mukuwa uusamide nzyeete ya nkwihyi kwihyi wabika maanza aakwe alukwakwa lwanketani kasola kutanta 	16	10549	Female	toi	221213-095629_toi_b9a_elicit_21.wav.wav
mpawo wakati njila webo opedwe coolwe kulijehova nkaambonzi noima anze 	16	6375	Female	toi	221228-203310_toi_b9a_elicit_8.wav.wav
benjamini nguumpe uuluma cifumofumo ulalya indume igoko ulaabila nyama 	16	8553	Female	toi	221230-145947_toi_b9a_elicit_46.wav.wav
ulawisya buyumu bwang anda njebakali kusyoma uubamba kabotu mulomo wakwe alulimi lwakwe 	16	8349	Female	toi	221214-084847_toi_b9a_elicit_26.wav.wav
muntu ulazyana ambwe mpati munsi munsi abusena bujisi zisamu 	16	4787	Female	toi	221212-120347_toi_b9a_elicit_8.wav.wav
aba girigasi aba hivi aba ariki aba sini eighteen aba arivadi aba zemari aba hamati 	16	15064	Female	toi	220904-192446_toi_0ae_elicit_26.wav.wav
mukwasyi utajisi n ganda usola kubamba cintuntuvwa kuzwa kutusamu alimwi acisamu mubusena muli syookwe 	16	10595	Female	toi	221212-131327_toi_b9a_elicit_28.wav.wav
wakeza anongo yakwe akuko lyakwe oyo musimbi keebeka loko alimwi kali nakalindu 	16	9528	Female	toi	221228-202245_toi_b9a_elicit_32.wav.wav
kuti mbuboobu mboelede kundigwasya kufumbwa oko nkutusika amba kuti 	16	9483	Female	toi	220929-202615_toi_97d_elicit_36.wav.wav
ambweni uukuswiilila ulakuusya insoni nkabela bweeme bwako tabukooyoomana 	16	9846	Female	toi	221214-091851_toi_b9a_elicit_26.wav.wav
ulizyi usyi musimbi kuti tonookasalazigwa kkumi iyamyaka yayinda naakafwa mukaintu wako haatimba 	16	12251	Female	toi	221228-124509_toi_b9a_elicit_13.wav.wav
kumeso amane alimwi wakatalika kumukwela masusu kuzinguluka tebule 	16	7033	Female	toi	221228-175149_toi_b9a_elicit_45.wav.wav
abrahamu mbwaakakombela sodoma 	16	3698	Female	toi	220927-213329_toi_97d_elicit_20.wav.wav
jiini lya cikambwe a mabusu a ba simwembela ng ombe kumuzundano waba simwembela ng ombe 	16	7759	Female	toi	221210-151232_toi_b9a_elicit_20.wav.wav
ni mbona busiku bakoofwaala balanzya bbayibayi bamwi matriinga akasinka kale 	16	7554	Female	toi	220907-085934_toi_707_elicit_19.wav.wav
mubwa uutuba babwa bobilo basiya alimwi amubwa uusiya alimwi kuutuba balasobana kumbali kwa muunda wa bbola 	16	10504	Female	toi	221212-125046_toi_b9a_elicit_10.wav.wav
kuli sikuma bbola uimvwi mun ganda sikujata kaimvwi kusyule kwakwe wamwimisya mujulu kajisi gilovu kujanza 	16	10617	Female	toi	221212-091037_toi_b9a_elicit_19.wav.wav
mubwa uusiya usotooka mujulu kutalaa cisobanino 	16	4741	Female	toi	221213-094854_toi_b9a_elicit_26.wav.wav
ino kayi haamwaandwe uulya uukusinkilide bakabuzya bausyi 	16	7691	Female	toi	221228-095833_toi_b9a_elicit_4.wav.wav
bakazyi kwile kuumana nkumo amubelesi wakwe wakamutambika 	16	6760	Female	toi	221228-185504_toi_b9a_elicit_17.wav.wav
naazooleka bukali bwakwe akuluba ncowamucitila njootuma akukuboozya kuzwa nkuko sa cilabota na ndamulobelwa nyoonse nyobile mubuzuba bo mwe 	16	14111	Female	toi	221229-144209_toi_b9a_elicit_16.wav.wav
makani aaya nkaambo wakazyi mbuli moyo wamusankwa wakali kuyanda kukwata mwanaakwe mbuwakabede 	16	7986	Female	toi	221228-100948_toi_b9a_elicit_1.wav.wav
umwi aumwi mbuli musyobo wakwe ang ombe zyamisyobo misyobo abauka boonse baansi bamisyobo misyobo nkabela leza wakabona kuti ncintu cibotu 	16	11343	Female	toi	221228-192906_toi_b9a_elicit_16.wav.wav
mwana musankwa uwida mukazyiba kumwi mwaalumi a musimbi kabalangilizya 	16	6534	Female	toi	221230-120719_toi_b9a_elicit_11.wav.wav
musankwa uusamide sikipa yamubala wacikambwe ulamweta mweta mbuli mbwakkala kumwi kajisi cidooli cisubila 	16	11933	Female	toi	221205-142705_toi_b9a_elicit_5.wav.wav
mpawo bantu bakatolelela cipo eco amali aambi mumaanza aabo a benjamini mwanike wabo banyampuka bainka kuegepita baakwiima kubusyu bwa josefa 	16	12387	Female	toi	221230-204223_toi_b9a_elicit_24.wav.wav
mweesyo ukon dolwa ciindi nakwakafwa muntu elyo mukuyanda kuti bamulube muntu oyo wakafwa bala kumba bukoko bwamweesyo 	16	13408	Female	toi	220903-234119_toi_707_elicit_23.wav.wav
kumwi maanza akwe kaavwumbide meso amukaintu uumbi uusamide sikipa yamyeengo yamubala wamungunga waji 	16	10912	Female	toi	221205-210659_toi_b9a_elicit_11.wav.wav
aaka kaambyo kakazyila kunkumba itabonwi bonwi cita yawa mvula nkokubonwa 	16	9438	Female	toi	221214-102741_toi_b9a_elicit_27.wav.wav
kuli bantu banji bakkede na baimvwi mumusenga alimwi kakuli a tilaki 	16	6760	Female	toi	221213-083947_toi_b9a_elicit_4.wav.wav
buzuba bwalufu lwangu na buyooba lili lino bweza zivwimyo zyako inkomo yako abuta 	16	9460	Female	toi	221230-113547_toi_b9a_elicit_5.wav.wav
mwezi oyu nceciindi batonga nobaamba kuti mpaatusuku tuce nkaambo inga misuku yamapopwe icili mice 	16	9460	Female	toi	220828-202103_toi_707_elicit_32.wav.wav
njeeyi mizukulu ya nowa nowa kali muntu uululeme katajisi kampenda akati 	16	10390	Female	toi	220904-182522_toi_0ae_elicit_18.wav.wav
mukaintu uusiya ulanganya mwana uusunila uusobana mukagoti kazwide tubbola twa pulasitiki 	16	8734	Female	toi	221213-100518_toi_b9a_elicit_17.wav.wav
mukaintu uusamide cisani camubala wacikambwe waasamuka alimwi amukaintu usamide mubala uutuba uyaama kubweza cakunywa 	16	9165	Female	toi	221212-120347_toi_b9a_elicit_9.wav.wav
mwaalumi usamide sikipa iituba akalukwe kamyeengwe usobanya cisbobanyo cabaimbi kakuli mwaalumi umwi uusamide cisani camubala wamungunga waji uleebelela 	16	11139	Female	toi	221212-122525_toi_b9a_elicit_17.wav.wav
imuntu muna afulika ulanga mucifwotozya kumwi kasamide bulungu bwiindeneindene amadeekko atondezya zilengwa zyabo naa tunsiyansiya 	16	10980	Female	toi	221230-130419_toi_b9a_elicit_5.wav.wav
musankwa uufwulukide ulaa masusu azingene zingene amagilazi usamide maguloovu aatuba mbuli mbwayasa cimwi cintu mubbodela 	16	11525	Female	toi	221205-204405_toi_b9a_elicit_14.wav.wav
tacili cibotu kubula luzibo muntu uufwambaana kweenda ulapambuka munzila zyakwe 	16	7872	Female	toi	221214-082558_toi_b9a_elicit_1.wav.wav
mwaalumi uusamide sikipa iituba uleenda mubwizu bulanfwu kajisi akasamu 	16	5376	Female	toi	221212-125952_toi_b9a_elicit_23.wav.wav
muntu uuleya munzi la yabusongo uyoolyokezya akati kabafu 	16	7191	Female	toi	221214-103945_toi_b9a_elicit_8.wav.wav
wakatanda muntu alimwi kulubazu lwakujwe lwa edeni wakabika baangelo bakerebimu 	16	9438	Female	toi	221228-194723_toi_b9a_elicit_21.wav.wav
ciindi ncibakali kuswayana cakali ciindi camasikati 	16	4492	Female	toi	220906-213431_toi_707_elicit_17.wav.wav
muntu uusamide nsuti iitete iisiya ula dwaya akayuwe kasyonto acisobanyo cakwe 	16	7668	Female	toi	221213-082737_toi_b9a_elicit_5.wav.wav
mwana ulaamasusu mabotu usamide magogo acikambwe asikipa yanyanzabili kumwi ulayaamba mumeenda 	16	7146	Female	toi	221230-121748_toi_b9a_elicit_30.wav.wav
iili kujwe lya edeni 	16	2382	Female	toi	221228-194723_toi_b9a_elicit_44.wav.wav
wainni ituba acakulya cantalisyo zilatondezyegwa mung anda yakulida 	16	6828	Female	toi	221230-130419_toi_b9a_elicit_23.wav.wav
mwana musankwa usamide sikipa yamyeengo myeengo uzwisya zyilitulisyo acuuno cacikambwe 	16	7736	Female	toi	221230-122753_toi_b9a_elicit_18.wav.wav
akaambo kamunyono tobantu basiya cilatwaalila kuvwuba 	16	5762	Female	toi	221228-102126_toi_b9a_elicit_32.wav.wav
mwaalumi ukwasula bwato kakuli bantu mubwato ansi a mulonga amaanda koonse 	16	6420	Female	toi	221212-091037_toi_b9a_elicit_14.wav.wav
alimwi wakati bwizu nkubuli kulindiswe azilyo zinji abusena bwakoona 	16	8303	Female	toi	221228-202245_toi_b9a_elicit_47.wav.wav
bamakaintu banji anji basamide ntambala kumitwe yabo cakubunganisigwa a lubwa lya nkuta 	16	7986	Female	toi	221207-142348_toi_b9a_elicit_23.wav.wav
ha miyoba mwezi mubotu twabaima budodoodo basimakuwa mukubwe kaamgala 	16	9256	Female	toi	220903-202609_toi_707_elicit_20.wav.wav
mwaalumi uula bbanjo ujisi maikulofooni mujanza lyomwe alimwi katandabika janza limwi 	16	8621	Female	toi	221213-112914_toi_b9a_elicit_11.wav.wav
wakaamba mudaala chiingabacende aj wi liyubumuna bukali cileke kusobana tatuli waano akusowa cindi anduwe 	16	13249	Female	toi	221228-095833_toi_b9a_elicit_11.wav.wav
kumyaka iili myanda iili musanu aitatu alimwi wakazyala bana balombe abasimbi 	16	7781	Female	toi	221228-200327_toi_b9a_elicit_11.wav.wav
haatimba wakalumbya biyo meso wakabunywa bukoko munggutyu yomwe 	16	7895	Female	toi	221228-181007_toi_b9a_elicit_5.wav.wav
akale inga umwi kaya kutozya kajinjinji kuwa bakakkala zyuuno zyamipando haamwaandwe 	16	10799	Female	toi	221228-151724_toi_b9a_elicit_10.wav.wav
abo bayuni bakujulu abanyama baansi aboonse mbomuli abo mubwaato banyama boonse 	16	11956	Female	toi	220904-190848_toi_0ae_elicit_36.wav.wav
mpawo kwakasika mulobosi walwiida abramu mu hebrayo iwakakede kumibanga 	16	9914	Female	toi	220927-204620_toi_97d_elicit_20.wav.wav
butolo bulatola mung onzi impati mutolo ulafwa inzala uubamba mulao nguubamba buumi bwakwe 	16	8870	Female	toi	221214-082558_toi_b9a_elicit_14.wav.wav
kabunga ka bamalumi balakuzyana munzila kabasamide zisani zya nyanzabili alimwi a zituba omwe a kati kabo usamide cisani ca mungungawaji 	16	11502	Female	toi	221210-160825_toi_b9a_elicit_8.wav.wav
musimbi uusamide delesi yaapobwe walanga cakulaale kakuli citondezyo ilacitika kusyule kwakwe 	16	10617	Female	toi	221213-103202_toi_b9a_elicit_10.wav.wav
amane wakalangamweenzyinyinaajeneeno walitondezya kuti uli kanzele nkombo 	16	6488	Female	toi	221228-175149_toi_b9a_elicit_17.wav.wav
bamaalumi bobilo bajika cimwi cintu amulilo mukagabba musyokwe 	16	7623	Female	toi	221205-153008_toi_b9a_elicit_24.wav.wav
basimbi bobilo bala kukkilina ma gilazi a mpulungwido zya kumanjililo mukaintu omwe kambala ambabo 	16	10527	Female	toi	221210-150640_toi_b9a_elicit_19.wav.wav
mubwa uusiya siya alimwi amubwa uutuba basamide tubbandaani tusiya siya atusiya balabalika cakufwaambana 	16	10617	Female	toi	221212-094543_toi_b9a_elicit_26.wav.wav
ndisicinswe aboobo ndayuba wakati ino ngwani wakakulwiida kuti uli sicinswe sa walya 	16	12251	Female	toi	221228-193637_toi_b9a_elicit_49.wav.wav
kufwumbwa citikacitike mebo nsekanjili tee kuli maseseke ngosisa kuli cipati cilubide aamwi ziyakukubeda olikke 	16	15041	Female	toi	221228-100948_toi_b9a_elicit_29.wav.wav
mwaalumi ooyu uusamide kalukwe kafwwawi uubamba cibumbwa cipati camuseenga kakuli balumi bobilo babbilide mumuseenga baleebelela munsi mwa ambulela yacikambwe 	16	15699	Female	toi	221213-100518_toi_b9a_elicit_14.wav.wav
wakalikoona abeenzinyina bobilo antoomwe bana bakalikukkala moomu mung anda bakali kkumi antoomwe aba cissy alimwi abalumi babo babwa botatwe kakkiti alimwi kaaze alimwi ampongo yomwe ncembele 	16	20804	Female	toi	220907-085934_toi_707_elicit_3.wav.wav
sena kuli twaambo tumbi tulaa mpemo ziyoya ntoyanda kwaamba 	16	5558	Female	toi	221228-183113_toi_b9a_elicit_7.wav.wav
mbuboobo izaka mbwaakatuma jakobo nkabela wakainka ku padanaramu kuli labani mwana wa betueli mu aramu mukulana wa rebeka banyina jakobo a esau 	16	8643	Female	toi	221229-144209_toi_b9a_elicit_28.wav.wav
walo mweenzinyina wakavuwa 	16	2382	Female	toi	221203-172224_toi_ee8_elicit_13.wav.wav
alimwi amootokala uusiya uudula kakuli mwaalumi umwi wayaama ansi kunze kwakwe 	16	7328	Female	toi	221212-093944_toi_b9a_elicit_4.wav.wav
muntu ulanzikidwe amabwe akumamanino mujulu mwa mavwumina kalanga ansi aakwe 	16	8598	Female	toi	221212-095755_toi_b9a_elicit_11.wav.wav
mwaalumi uusamide sikipa yamubala usiya waabanya cimwi cintu kukabunga kabasimbi bakkede acuuno cacipulanga 	16	11048	Female	toi	221205-160542_toi_b9a_elicit_26.wav.wav
mukaintu amwaalumi balaanze 	16	3198	Female	toi	221205-160542_toi_b9a_elicit_1.wav.wav
kuti akwate mwanakazi wakooko ambwaakamulailila mukulongezya kwakwe kuti 	16	11003	Female	toi	221229-144209_toi_b9a_elicit_30.wav.wav
kukala acooko cakulululi lwang anda nkubotu kwiinda kukala amwanakazi silwaambwe mung anda impati 	16	10141	Female	toi	221214-084847_toi_b9a_elicit_13.wav.wav
baswiilile majwi aakumvwisya batambule lulayo lwakucenjeia bululami ambeta aboololoki 	16	10118	Female	toi	221213-113324_toi_b9a_elicit_3.wav.wav
mumwezi oyu macembele oonse ajisi lusyomo lwakuti indongwe zyabo ziyakuba kabotu aboobo balatalika kutwa kayobe 	16	13181	Female	toi	220903-202609_toi_707_elicit_15.wav.wav
mukaintu uusamide delesi lyamubala wacisombo ulikkede acuuno camubala usubila kumwi bbuku lilibikkidwe akwaanza kwa cuuno 	16	9097	Female	toi	221230-123721_toi_b9a_elicit_39.wav.wav
imusankwa mukubusyi ulifwugeme kumbele a goolo lyacisobano ca hockey kumwi kajisi a kasamu kacisobano eeci 	16	8757	Female	toi	221230-132542_toi_b9a_elicit_15.wav.wav
mubwa usiya siya ulazuza mumugwagwa cakukkomana 	16	3902	Female	toi	221230-123721_toi_b9a_elicit_36.wav.wav
bamaalumi botatwe baimvwi masiku munsi munsi a moota usiya munsi amayusilo azwide ncinga 	16	8280	Female	toi	221230-133110_toi_b9a_elicit_14.wav.wav
mwana musimbi ulasotoka kuzwa acibumbili casamende kumwi maanza amaulu kaali mujulu atalaa mutwe wakwe 	16	9097	Female	toi	221205-204405_toi_b9a_elicit_22.wav.wav
ulanyonyoona munzi woonse nkaambo kakubula musanu wakati na ndajana mumo 	16	9483	Female	toi	220927-213329_toi_97d_elicit_38.wav.wav
ulabeteka makani aabo kulinduwe bika moyo wako kululayo akucenjeka kutwi kwako kumajwi aaluzibo 	16	9732	Female	toi	221214-090248_toi_b9a_elicit_15.wav.wav
mulombwana ulazyana antoomwe acidooli kacisamide muvweleende usubila amabbusu acikaintu malanfwu 	16	9755	Female	toi	221207-165029_toi_b9a_elicit_15.wav.wav
atambye meso aakwe wakabona mwanike wakwe benjamini mwana wabanyina nkabela wakababuzya kuti 	16	7872	Female	toi	221230-204223_toi_b9a_elicit_41.wav.wav
imusankwa usamide sikipa isiya siya uujisi ma headphone wakkala agwezyo lya mukaintu kabali mubbunga lya bantu 	16	9165	Female	toi	221230-132542_toi_b9a_elicit_9.wav.wav
utaleyi nekuba kululyo nekuba kulumwensi leesya maulu aako kububi 	16	7260	Female	toi	221213-115557_toi_b9a_elicit_20.wav.wav
mubwa uusiya uimvwi mubusena meenda nkwali mafwaafwi ankomwe yamabwe 	16	5966	Female	toi	221212-132317_toi_b9a_elicit_2.wav.wav
mukaintu uli a anvwi uli a ku vununa ma pepa a buku ku bana bakede kabunga a zyuno zya cikambwe 	16	11502	Female	toi	221210-175557_toi_b9a_elicit_18.wav.wav
bobile mboli abo kuti utasyukuti mumilandu yamunzi lino naakacili kuzyozyoka bantu 	16	12296	Female	toi	220929-200958_toi_97d_elicit_24.wav.wav
alye akulongezye naatana kufwa mpawo jakobo 	16	4764	Female	toi	221230-113547_toi_b9a_elicit_14.wav.wav
lino na mwatola oyu alakwe kuzwa kulindime alimwi bubi bwamujana muyooselusya imvwi zyangu abuusu mukabanda 	16	12999	Female	toi	221230-161409_toi_b9a_elicit_33.wav.wav
sikusotoka ulakuzuza kuya munsi a ka po kakulibonya makumbi a cikambwe a tuba a tala 	16	8598	Female	toi	221210-172122_toi_b9a_elicit_15.wav.wav
majwi aakulisumpula taelede mufubafuba amilomo yakubeja tiielede mwami 	16	8212	Female	toi	221214-081355_toi_b9a_elicit_4.wav.wav
zintu ziyandika zyazilundu ziteeli zibe amutwe wa josefa amutwe wayooyo iwakaandeene ababunyina 	16	10345	Female	toi	221230-145947_toi_b9a_elicit_45.wav.wav
mufwambaane biyo taata buzuba bomwe tabubozyi uya kwi ya juunza taata langa ndapenga biya 	16	8280	Female	toi	221203-121206_toi_ee8_elicit_43.wav.wav
mbubo owaako intutube biyo ndatubona ambeyo 	16	3902	Female	toi	221204-133851_toi_ee8_elicit_43.wav.wav
bantu banji balakupuna alubwa a ng anda yakayakwa kaindi bunji bwabo bajisi zyuno zyakupeta 	16	10776	Female	toi	221207-182835_toi_b9a_elicit_19.wav.wav
ciindi cakubuka zilakwaambauzya 	16	3040	Female	toi	221213-121824_toi_b9a_elicit_14.wav.wav
kabunga kaba sikusobana zisobanyo kaima cakugalamana mumuunda kakuli nkamu yabantu kusyule 	16	8212	Female	toi	221212-145541_toi_b9a_elicit_9.wav.wav
mubwa wamungunga waji uusamide nketani yacikambwe iila zyina ula bbulungana mumunda wabwizu 	16	8507	Female	toi	221213-103711_toi_b9a_elicit_1.wav.wav
lulimi lwamusongo lulaamba luzibo pele milomo yabafubafuba ilatuntumuna zipilingene 	16	10481	Female	toi	221213-153842_toi_b9a_elicit_33.wav.wav
naatelemuka kabotu kumamanino ulaluma mbuli inzoka ulazapula mbuli cipile 	16	8575	Female	toi	221214-090248_toi_b9a_elicit_31.wav.wav
mwaalumi uuli muyuniffomu amagilzi aasiya ulimvwi kunze kwa mwaalumi uusamide sikipa iiisubila alimwi anzyeete uukkede ansi 	16	11888	Female	toi	221213-103202_toi_b9a_elicit_11.wav.wav
nkwaampa ampe mwanaangu nzibe na ncobeni nduwe mwanaangu esau na pe 	16	5853	Female	toi	221230-113547_toi_b9a_elicit_30.wav.wav
ngowani iituba alimwi amabbusu aatuba ufwusa kabbola kasobana cisobano cabbola iitw kuti tennis 	16	9823	Female	toi	221213-104257_toi_b9a_elicit_22.wav.wav
bamwi bacembele bakandaambila kuti oyu mwezi wakau hkwa izyina eli nkaambo masamu amwi naatalika kubika mateo elyo aya mateo ac i manlini 	16	15404	Female	toi	220903-234119_toi_707_elicit_43.wav.wav
amane kumunywisya wakati ndatekela inkamele zyako azyalo 	16	5717	Female	toi	221228-202245_toi_b9a_elicit_37.wav.wav
bwakatika bwakali bunji kapati bulowa naakabuzigwa abasimubweza twaambo abapati pati 	16	9846	Female	toi	221228-190233_toi_b9a_elicit_44.wav.wav
jatisya milazyo yangu kuti upone mulao wangu ube mbuli imboni yaliso lyako 	16	7917	Female	toi	221213-122458_toi_b9a_elicit_2.wav.wav
ndaamba kufwa obu bupati bulandigwasyanzi elyo jakobo wakati taanguna kukonka 	16	8462	Female	toi	221230-114451_toi_b9a_elicit_0.wav.wav
basimbi bosanwe amusankwa omwe basamide zyisani zyakuyaambya boonse kabayanda kusotokela muzyiba antoomwe 	16	11298	Female	toi	221205-142705_toi_b9a_elicit_30.wav.wav
basikitanta bobilo basoleka kutanta mulundu uvwumbidwe caanda koonse atala alo beenzinyina mpobabede kubalindila 	16	12455	Female	toi	221205-145546_toi_b9a_elicit_27.wav.wav
sikuyamba mu cisani cisiya wayamba a mayuwe 	16	4628	Female	toi	221210-182954_toi_b9a_elicit_24.wav.wav
kamboni mubeji uyoopegwa mulandu uuyooya zyakubeja takooyoolivuna 	16	7577	Female	toi	221214-082558_toi_b9a_elicit_4.wav.wav
umwi mukaintu waakwetwe mumaali wakacita kuti 	16	3516	Female	toi	221203-172224_toi_ee8_elicit_7.wav.wav
cakacaalila bapati kuti bakaakumucite mbobayanda mucele wakasoka wamunyonganyizizya buumi bwakwe 	16	11502	Female	toi	221228-183113_toi_b9a_elicit_34.wav.wav
mwalumi wakwazumuna manza akwe kajisi a panga lyasinkondo kukwanza kwake kwa lulyo elyo a bantu bonse musyule lyakwe bacita oobo 	16	14134	Female	toi	221207-182835_toi_b9a_elicit_14.wav.wav
